rank,agent,agent_key,model,model_key,org,overall_accuracy,task,trials,successes,rate
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,sam-cell-seg,5,3,0.6
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,sanitize-git-repo,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,schemelike-metacircular-eval,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,sparql-university,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,sqlite-db-truncate,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,sqlite-with-gcov,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,torch-pipeline-parallelism,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,torch-tensor-parallelism,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,train-fasttext,5,0,0.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,tune-mjcf,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,video-processing,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,vulnerable-secret,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,winning-avg-corewars,5,5,1.0
1,ForgeCode,forge,['GPT-5.4'],['gpt-5.4'],ForgeCode,0.8179775280898877,write-compressor,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,adaptive-rejection-sampler,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,bn-fit-modify,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,break-filter-js-from-html,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,build-cython-ext,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,build-pmars,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,build-pov-ray,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,caffe-cifar-10,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,cancel-async-tasks,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,chess-best-move,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,circuit-fibsqrt,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,cobol-modernization,5,4,0.8
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,code-from-image,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,compile-compcert,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,configure-git-webserver,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,constraints-scheduling,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,count-dataset-tokens,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,crack-7z-hash,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,custom-memory-heap-crash,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,db-wal-recovery,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,distribution-search,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,dna-assembly,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,dna-insert,5,2,0.4
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,extract-elf,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,extract-moves-from-video,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,feal-differential-cryptanalysis,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,feal-linear-cryptanalysis,5,3,0.6
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,filter-js-from-html,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,financial-document-processor,5,3,0.6
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,fix-code-vulnerability,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,fix-git,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,fix-ocaml-gc,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,gcode-to-text,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,git-leak-recovery,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,git-multibranch,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,gpt2-codegolf,5,3,0.6
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,headless-terminal,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,hf-model-inference,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,install-windows-3.11,5,3,0.6
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,kv-store-grpc,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,large-scale-text-editing,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,largest-eigenval,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,llm-inference-batching-scheduler,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,log-summary-date-ranges,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,mailman,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,make-doom-for-mips,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,make-mips-interpreter,5,1,0.2
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,mcmc-sampling-stan,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,merge-diff-arc-agi-task,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,model-extraction-relu-logits,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,modernize-scientific-stack,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,mteb-leaderboard,5,4,0.8
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,mteb-retrieve,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,multi-source-data-merger,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,nginx-request-logging,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,openssl-selfsigned-cert,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,overfull-hbox,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,password-recovery,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,path-tracing,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,path-tracing-reverse,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,polyglot-c-py,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,polyglot-rust-c,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,portfolio-optimization,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,protein-assembly,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,prove-plus-comm,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,pypi-server,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,pytorch-model-cli,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,pytorch-model-recovery,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,qemu-alpine-ssh,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,qemu-startup,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,query-optimize,5,4,0.8
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,raman-fitting,5,2,0.4
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,regex-chess,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,regex-log,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,reshard-c4-data,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,rstan-to-pystan,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,sam-cell-seg,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,sanitize-git-repo,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,schemelike-metacircular-eval,5,4,0.8
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,sparql-university,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,sqlite-db-truncate,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,sqlite-with-gcov,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,torch-pipeline-parallelism,5,1,0.2
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,torch-tensor-parallelism,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,train-fasttext,5,0,0.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,tune-mjcf,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,video-processing,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,vulnerable-secret,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,winning-avg-corewars,5,5,1.0
2,ForgeCode,forge,['Claude Opus 4.6'],['claude-opus-4-6'],ForgeCode,0.8179775280898877,write-compressor,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,adaptive-rejection-sampler,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,bn-fit-modify,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,break-filter-js-from-html,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,build-cython-ext,5,3,0.6
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,build-pmars,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,build-pov-ray,5,4,0.8
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,caffe-cifar-10,5,1,0.2
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,cancel-async-tasks,5,4,0.8
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,chess-best-move,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,circuit-fibsqrt,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,cobol-modernization,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,code-from-image,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,compile-compcert,5,4,0.8
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,configure-git-webserver,5,4,0.8
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,constraints-scheduling,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,count-dataset-tokens,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,crack-7z-hash,5,3,0.6
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,custom-memory-heap-crash,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,db-wal-recovery,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,distribution-search,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,dna-assembly,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,dna-insert,5,2,0.4
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,extract-elf,5,4,0.8
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,extract-moves-from-video,5,1,0.2
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,feal-differential-cryptanalysis,5,5,1.0
3,TongAgents,judy,['Gemini 3.1 Pro'],['gemini-3.1-pro-preview'],BIGAI,0.802247191011236,feal-linear-cryptanalysis,5,5,1.0
